MANZENT,mean
14101161001035,24.06195528469033
14101161001036,24.227794546875025
14101161001037,21.103066605200002
14101161001038,23.52329026720912
14101161001039,22.169187632187523
14101161001040,22.631536788800023
14101161001041,22.587075530179973
14101161001043,23.71921067610498
14101161001044,22.980653864178127
14101021001007,19.829172674598524
14101021001015,22.47178210655816
14101021001021,24.250715765854444
14101021001029,23.384765801425516
14101021001094,24.270009247077166
14101041001018,23.02548722195791
14101041001021,24.83181032742818
14101051002009,22.76150880098848
14101051002055,19.17167917153874
14101051004013,20.909985579103196
14101061003026,26.138450573937362
14101071002024,25.547228349226998
14101071003011,26.319937921464014
14101071005012,26.051243728885673
14101071005049,26.01889769108915
14101071005068,21.745038384918136
14101071006001,28.305095885907967
14101081001023,24.724665534208913
14101081001038,23.826359273472075
14101081002024,21.995512733721597
14101081003027,20.110711780923733
14101081003033,24.070624972343385
14101081003039,21.132538082149715
14101081003045,23.37918122413138
14101081008045,22.907323115437702
14101081011059,19.41124001142104
14101021001011,19.43148978501527
14101021001045,21.332370288131578
14101021001057,23.51291816876463
14101021001113,21.20528724478903
14101031001029,25.28312227043156
14101031001059,26.639326271007832
14101041001026,24.600671036555365
14101041001028,25.044531046754408
14101041005025,23.332426337898564
14101051002026,20.623838051877136
14101051002035,21.616596507775323
14101051002048,20.896807434419898
14101051002051,21.00900414501652
14101051002059,21.71002441309065
14101061002030,25.745275702928836
14101061004028,25.075515854627042
14101071002014,27.09672540798396
14101071005037,25.61346523685851
14101081001045,24.265310018900447
14101081001067,25.90587540718955
14101081002010,25.396527616146173
14101081003024,26.805272156868586
14101081005013,24.99342967854291
14101081005015,23.45235239189277
14101081005031,24.78415564986299
14101081010056,21.320987505322083
14101081010068,25.091626366711175
14101081010097,23.974210912829324
14101101001016,25.549642495036867
14101101003020,24.531515103633986
14101161001017,23.672667989542997
14101161001019,24.352672124469997
14101011001017,26.238697237319247
14101021001027,23.463393667949145
14101021001031,23.250125415725186
14101021001104,22.62357959095916
14101021001064,22.361202470091722
14101031001021,24.208013774000744
14101041001014,23.49092445997354
14101041003011,26.720374991404746
14101041005062,22.177861813269867
14101051001021,22.84326004519313
14101051001032,22.732620032206295
14101051002021,22.12475327016711
14101051002039,20.330106034286242
